lon,lat,x,y,x_boundary,gap_m
-129.936,46.017,-10922003.522,4906369.451,-15130278.627,4208275.105
-129.856,45.980,-10917814.558,4902490.218,-15133702.565,4215888.007
-129.936,45.736,-10940741.554,4876950.992,-15156180.579,4215439.025
-129.948,45.589,-10951523.789,4861531.777,-15169700.464,4218176.675
-130.069,45.285,-10981820.106,4829663.436,-15197530.688,4215710.582
-130.367,44.929,-11030491.334,4792292.584,-15229992.560,4199501.226
-130.480,44.589,-11062452.328,4756526.934,-15260893.769,4198441.441
-129.498,44.208,-11004001.931,4716374.591,-15295374.041,4291372.110
-128.401,43.827,-10935186.420,4676302.085,-15329538.487,4394352.066
-127.367,43.469,-10869657.868,4638587.683,-15361443.992,4491786.124
-126.550,43.184,-10817738.343,4608512.141,-15386700.031,4568961.688
-126.879,42.479,-10889324.640,4534142.882,-15448366.464,4559041.824
-127.024,42.395,-10906940.662,4525206.405,-15455695.739,4548755.077
-127.241,41.692,-10968105.345,4450901.443,-15515902.595,4547797.250
-127.403,41.638,-10985288.071,4445164.976,-15520493.489,4535205.418
-127.413,41.205,-11011946.184,4399341.871,-15556852.296,4544906.113
-127.499,40.692,-11049347.221,4344985.161,-15599222.640,4549875.420
-127.071,40.676,-11013227.018,4343285.702,-15600533.435,4587306.417
-127.083,40.400,-11030083.442,4313977.460,-15623001.212,4592917.770
-126.795,40.378,-11006349.804,4311627.792,-15624791.044,4618441.241
-126.159,40.390,-10950428.300,4312990.389,-15623753.311,4673325.011
-125.925,40.375,-10930997.564,4311341.691,-15625008.861,4694011.298
-125.840,40.243,-10931059.966,4297341.581,-15635636.182,4704576.216
-125.671,40.152,-10921467.279,4287661.824,-15642947.689,4721480.410
-125.492,40.030,-10912673.773,4274732.911,-15652666.456,4739992.684
-125.323,39.931,-10903440.855,4264207.290,-15660538.013,4757097.158
-125.192,39.797,-10899394.532,4250013.087,-15671096.866,4771702.334
-124.819,39.642,-10875420.517,4233504.157,-15683296.147,4807875.630
-124.725,39.556,-10871896.322,4224388.783,-15689994.806,4818098.484
-124.547,39.262,-10872082.200,4193156.496,-15712749.191,4840666.991
-124.449,39.180,-10867853.137,4184459.435,-15719031.762,4851178.625
-124.434,39.059,-10872978.965,4171622.957,-15728262.419,4855283.455
-124.171,38.676,-10869944.327,4130875.227,-15757236.689,4887292.362
-124.244,38.585,-10881078.540,4121215.013,-15764034.009,4882955.469
-124.073,38.375,-10876791.620,4098855.756,-15779663.590,4902871.970
-123.894,38.286,-10865693.273,4089368.136,-15786252.547,4920559.274
-123.824,38.216,-10863098.424,4081912.809,-15791412.308,4928313.884
-123.818,38.126,-10867041.914,4072423.246,-15797957.447,4930915.533
-123.729,37.948,-10868164.166,4053440.940,-15810975.089,4942810.924
-123.531,37.719,-10862211.334,4029029.062,-15827571.813,4965360.479
-123.385,37.566,-10856855.803,4012750.814,-15838550.097,4981694.295
-123.327,37.394,-10860218.469,3994434.399,-15850819.615,4990601.146
-123.385,37.165,-10876390.091,3970007.127,-15867047.741,4990657.649
-123.162,37.037,-10862865.122,3956433.851,-15875999.626,5013134.504
-123.053,36.948,-10857580.975,3946931.498,-15882239.240,5024658.265
-122.850,36.891,-10842327.703,3940822.390,-15886238.908,5043911.205
-122.453,36.867,-10808434.831,3938294.634,-15887891.158,5079456.327
-122.296,36.865,-10794694.729,3938024.698,-15888067.506,5093372.777
-122.268,36.837,-10793552.568,3935055.365,-15890006.192,5096453.623
-122.424,36.680,-10814729.009,3918300.888,-15900905.008,5086175.999
-122.496,36.434,-10832587.056,3892126.138,-15917797.016,5085209.960
-122.600,36.386,-10844012.190,3886995.161,-15921089.367,5077077.177
-122.617,36.243,-10852185.013,3871754.904,-15930832.400,5078647.387
-122.438,35.914,-10851482.012,3836643.008,-15953077.844,5101595.832
-122.266,35.649,-10848281.666,3808394.173,-15970776.744,5122495.078
-122.252,35.463,-10855390.342,3788540.334,-15983113.147,5127722.805
-121.976,35.046,-10849394.001,3744060.301,-16010453.870,5161059.869
-121.985,34.993,-10852519.591,3738358.010,-16013930.296,5161410.705
-122.080,34.983,-10861446.709,3737337.503,-16014551.708,5153104.999
-122.099,34.932,-10865393.694,3731894.697,-16017862.468,5152468.774
-122.023,34.905,-10859818.280,3728966.072,-16019641.457,5159823.178
-121.819,34.677,-10851581.582,3704678.272,-16034328.809,5182747.227
-121.647,34.502,-10843844.704,3685964.762,-16045563.846,5201719.142
-121.622,34.397,-10846204.870,3674718.977,-16052281.005,5206076.135
-121.538,34.352,-10840630.698,3669971.861,-16055108.655,5214477.956
-121.532,34.292,-10842657.408,3663506.304,-16058952.398,5216294.989
-121.422,34.132,-10839649.536,3646443.718,-16069054.216,5229404.681
-121.322,34.159,-10829523.815,3649352.902,-16067336.154,5237812.340
-121.193,33.982,-10825565.527,3630394.032,-16078500.560,5252935.033
-121.114,33.867,-10823352.037,3618164.982,-16085661.557,5262309.520
-121.003,33.831,-10814941.516,3614269.637,-16087935.867,5272994.351
-120.967,33.639,-10819677.932,3593809.157,-16099828.259,5280150.327
-120.855,33.429,-10818371.013,3571380.888,-16112760.125,5294389.112
-120.649,33.090,-10813835.836,3535110.396,-16133438.847,5319603.012
-120.498,32.826,-10810833.186,3506950.402,-16149290.446,5338457.260
-120.283,32.634,-10799238.840,3486425.750,-16160730.333,5361491.492
-120.238,32.415,-10803857.225,3463036.056,-16173648.666,5369791.440
-120.127,32.241,-10800623.092,3444419.011,-16183839.786,5383216.694
-120.011,32.227,-10790700.136,3442986.905,-16184620.355,5393920.219
-119.921,32.147,-10785779.848,3434394.202,-16189293.627,5403513.779
-119.688,31.874,-10775266.503,3405186.505,-16205047.219,5429780.715
-119.279,31.431,-10755042.637,3357845.409,-16230143.165,5475100.528
-118.931,31.094,-10736043.391,3321889.280,-16248834.407,5512791.016
-118.433,30.865,-10699396.959,3297382.063,-16261387.857,5561990.898
-118.205,30.809,-10680746.652,3291440.323,-16264408.421,5583661.769
-118.036,30.658,-10670840.146,3275314.339,-16272560.675,5601720.529
-117.715,30.538,-10645986.621,3262443.444,-16279019.249,5633032.627
-117.479,30.271,-10633940.705,3233949.569,-16293163.940,5659223.236
-117.317,29.952,-10630113.315,3199868.352,-16309800.786,5679687.471
-117.045,29.816,-10610028.857,3185343.170,-16316797.331,5706768.474
-116.983,29.492,-10615036.359,3150707.390,-16333253.169,5718216.810
-116.643,29.252,-10591976.656,3125010.892,-16345254.492,5753277.837
-116.570,28.886,-10596937.172,3085909.038,-16363177.593,5766240.421
-116.329,28.649,-10582403.711,3060635.537,-16374544.366,5792140.655
-116.071,28.341,-10568328.282,3027685.007,-16389106.901,5820778.618
-115.847,27.881,-10561530.043,2978560.466,-16410277.207,5848747.165
-115.503,27.468,-10542046.506,2934460.268,-16428730.958,5886684.451
-115.429,27.358,-10538423.763,2922684.970,-16433570.066,5895146.303
-115.319,27.308,-10529782.717,2917360.711,-16435745.876,5905963.158
-115.053,27.113,-10510889.046,2896501.840,-16444196.749,5933307.703
-114.817,26.930,-10494302.067,2876968.803,-16452004.552,5957702.486
-114.608,26.587,-10484358.264,2840290.069,-16466389.020,5982030.756
-114.459,26.410,-10475294.366,2821439.471,-16473641.139,5998346.773
-114.293,26.112,-10467767.149,2789620.133,-16485665.895,6017898.746
-114.091,25.872,-10455244.394,2763971.714,-16495160.506,6039916.112
-113.985,25.751,-10448555.019,2751059.153,-16499873.577,6051318.558
-113.891,25.572,-10444313.426,2731942.892,-16506768.661,6062455.235
-113.621,25.201,-10428369.365,2692246.510,-16520772.823,6092403.458
-113.337,24.870,-10409955.753,2656879.902,-16532893.082,6122937.329
-113.080,24.525,-10394080.225,2620069.498,-16545160.055,6151079.830
-112.892,24.417,-10379102.501,2608490.084,-16548949.144,6169846.643
-112.918,24.295,-10384189.070,2595528.960,-16553152.347,6168963.276
-112.553,23.998,-10356974.663,2563770.326,-16563288.076,6206313.414
-112.385,23.924,-10342991.984,2555830.619,-16565787.091,6222795.107
-112.150,23.642,-10327239.780,2525697.253,-16575150.784,6247911.004
-111.823,23.328,-10303430.964,2492176.981,-16585354.544,6281923.579
-111.612,23.137,-10287779.746,2471787.822,-16591459.081,6303679.335
-111.474,23.060,-10276638.666,2463560.593,-16593901.635,6317262.970
-111.227,23.009,-10254804.852,2458114.398,-16595512.196,6340707.345
-111.057,22.907,-10241125.100,2447218.705,-16598719.483,6357594.383
-110.728,22.816,-10212527.337,2437447.993,-16601579.238,6389051.902
-110.617,22.758,-10203381.188,2431329.065,-16603362.488,6399981.300
-110.396,22.668,-10184760.553,2421708.832,-16606154.480,6421393.927
-110.225,22.662,-10169046.855,2421088.784,-16606333.951,6437287.096
-109.955,22.681,-10143800.225,2423054.649,-16605764.740,6461964.515
-109.650,22.643,-10116373.863,2419005.726,-16606936.464,6490562.601
-109.382,22.456,-10095139.103,2399016.368,-16612686.142,6517547.039
-109.080,22.200,-10071976.185,2371721.856,-16620448.137,6548471.952
-108.880,22.080,-10055732.114,2358818.964,-16624084.211,6568352.097
-108.676,21.960,-10039052.721,2345997.510,-16627677.591,6588624.869
-108.582,21.905,-10031357.181,2340132.315,-16629315.104,6597957.923
-108.669,21.774,-10041740.863,2326158.395,-16633201.330,6591460.467
-108.784,21.643,-10054709.358,2312152.410,-16637076.082,6582366.724
-108.868,21.536,-10064373.904,2300742.492,-16640218.454,6575844.551
-108.936,21.451,-10072163.274,2291693.610,-16642702.038,6570538.765
-108.977,21.347,-10077799.749,2280550.767,-16645750.523,6567950.774
-108.809,21.253,-10063920.984,2270497.634,-16648492.102,6584571.118
-108.915,21.068,-10076972.923,2250733.233,-16653859.671,6576886.748
-109.013,20.949,-10088120.660,2238030.599,-16657295.175,6569174.514
-109.111,20.824,-10099372.463,2224676.275,-16660896.182,6561523.719
-109.194,20.739,-10108533.486,2215616.704,-16663333.401,6554799.916
-109.261,20.643,-10116418.121,2205296.488,-16666104.665,6549686.544
-109.285,20.558,-10120104.383,2196301.024,-16668516.163,6548411.780
-109.187,20.500,-10112051.332,2190008.476,-16670201.029,6558149.697
-109.215,20.397,-10116416.122,2179090.001,-16673120.927,6556704.805
-109.319,20.242,-10128734.451,2162530.685,-16677541.884,6548807.433
-109.378,20.176,-10135353.877,2155415.528,-16679439.172,6544085.296
-109.373,20.142,-10135477.097,2151793.851,-16680404.464,6544927.367
-109.450,20.027,-10144597.401,2139539.984,-16683668.636,6539071.235
-109.160,19.806,-10121521.043,2115970.623,-16689939.425,6568418.383
-108.903,19.625,-10100799.803,2096633.799,-16695076.945,6594277.142
-108.534,19.384,-10070703.951,2070801.568,-16701924.845,6631220.894
-108.198,19.224,-10042246.953,2053686.947,-16706449.764,6664202.811
-108.233,19.107,-10047464.717,2041272.987,-16709724.845,6662260.127
-107.816,18.936,-10011638.470,2022972.568,-16714540.742,6702902.272
-107.523,18.863,-9985650.638,2015195.165,-16716582.636,6730931.998
-107.272,18.756,-9964127.159,2003753.417,-16719580.960,6755453.800
-107.002,18.647,-9940857.443,1992108.697,-16722625.182,6781767.739
-106.756,18.590,-9918948.817,1985997.894,-16724219.595,6805270.778
-106.527,18.544,-9898421.544,1981137.030,-16725486.289,6827064.745
-106.244,18.520,-9872527.596,1978519.642,-16726167.759,6853640.162
-105.795,18.427,-9832285.250,1968608.186,-16728744.436,6896459.186
-106.020,17.779,-9863717.930,1899367.894,-16746549.966,6882832.036
-105.323,17.489,-9803435.089,1868418.782,-16754380.970,6950945.881
-105.367,17.031,-9814692.326,1819436.570,-16766583.642,6951891.317
-105.398,16.261,-9829222.618,1737144.446,-16786467.212,6957244.594
-105.357,15.558,-9835550.379,1662052.786,-16803810.551,6968260.172
-105.320,15.108,-9838321.799,1613978.706,-16814450.472,6976128.674
-104.690,15.274,-9777202.289,1631808.854,-16810549.355,7033347.066
-104.563,14.672,-9773367.349,1567463.545,-16824365.433,7050998.084
-104.437,14.070,-9769188.931,1503108.049,-16837461.892,7068272.961
-104.181,13.328,-9754015.292,1423902.806,-16852619.505,7098604.212
-103.927,12.587,-9738398.163,1344676.093,-16866759.065,7128360.902
-103.772,11.890,-9731013.309,1270278.128,-16879142.693,7148129.385
-103.875,11.872,-9740851.188,1268344.465,-16879453.323,7138602.134
-103.807,11.405,-9738993.228,1218368.326,-16887288.729,7148295.501
-103.739,10.937,-9736920.214,1168381.498,-16894761.261,7157841.047
-103.628,10.275,-9732241.380,1097658.529,-16904730.849,7172489.469
-103.598,10.123,-9730680.601,1081484.125,-16906914.305,7176233.704
-104.296,10.017,-9797116.287,1070149.223,-16908423.445,7111307.158
-104.296,9.175,-9803713.024,980158.113,-16919808.471,7116095.447
-104.258,8.456,-9805308.833,903345.675,-16928730.552,7123421.719
-104.229,8.340,-9803375.466,890981.973,-16930101.832,7126726.366
-103.595,8.370,-9743537.074,894237.153,-16929742.490,7186205.416
-102.892,8.439,-9676952.580,901557.302,-16928929.988,7251977.408
-102.810,7.791,-9673492.998,832313.958,-16936375.251,7262882.254
-102.659,7.182,-9663008.082,767239.225,-16942902.763,7279894.681
-102.496,6.495,-9651578.856,693918.535,-16949751.391,7298172.535
-102.360,5.632,-9643245.507,601682.999,-16957670.599,7314425.092
-102.320,4.653,-9644120.440,497118.134,-16965809.999,7321689.560
-102.184,3.778,-9634990.823,403561.967,-16972308.269,7337317.446
-102.259,3.751,-9642167.816,400696.727,-16972493.442,7330325.626
-102.199,3.458,-9637623.450,369442.963,-16974453.967,7336830.517
-102.219,3.239,-9640302.394,345996.496,-16975850.193,7335547.799
-102.193,3.072,-9638426.185,328208.931,-16976864.494,7338438.309
-102.145,2.889,-9634506.568,308612.696,-16977935.114,7343428.546
-102.118,2.893,-9631946.355,309059.254,-16977911.277,7345964.923
-102.096,2.798,-9630173.598,298951.857,-16978444.285,7348270.687
-102.109,2.786,-9631439.782,297596.156,-16978514.732,7347074.950
-102.068,2.635,-9628034.788,281537.136,-16979330.073,7351295.285
-101.939,2.223,-9617050.750,237529.128,-16981376.462,7364325.712
-102.005,2.064,-9623668.256,220525.778,-16982089.894,7358421.638
-101.983,1.937,-9621885.216,206934.051,-16982627.878,7360742.662
-102.029,1.786,-9626523.302,190828.721,-16983227.235,7356703.933
-102.104,1.567,-9634057.678,167357.275,-16984024.542,7349966.863
-102.134,1.431,-9637200.918,152865.150,-16984470.421,7347269.503
-102.144,1.327,-9638343.650,141801.270,-16984786.373,7346442.723
-102.127,1.180,-9636925.892,126062.511,-16985198.594,7348272.702
-102.144,0.807,-9639011.230,86262.870,-16986039.526,7347028.296
-102.161,0.593,-9640840.107,63358.164,-16986387.690,7345547.583
-102.181,0.359,-9642826.962,38387.456,-16986649.686,7343822.723
-102.212,0.106,-9645847.998,11335.855,-16986790.542,7340942.545
-102.266,-0.330,-9650928.406,-35276.134,-16986673.544,7335745.138
-102.348,-0.860,-9658230.911,-91876.405,-16985938.824,7327707.912
-102.399,-1.283,-9662434.498,-137104.227,-16984914.009,7322479.511
-102.462,-1.533,-9667938.157,-163740.709,-16984139.176,7316201.019
-102.481,-1.729,-9669377.713,-184718.450,-16983443.597,7314065.884
-102.508,-1.951,-9671402.230,-208429.890,-16982570.099,7311167.869
-102.598,-2.421,-9678628.654,-258640.555,-16980429.961,7301801.306
-102.614,-2.657,-9679472.973,-283853.259,-16979214.680,7299741.707
-102.393,-2.731,-9658395.783,-291708.517,-16978817.774,7320421.991
-102.458,-2.941,-9663858.661,-314193.611,-16977635.313,7313776.653
-102.519,-3.283,-9668413.311,-350717.975,-16975574.362,7307161.050
-102.579,-3.841,-9671974.827,-410311.681,-16971868.557,7299893.729
-102.974,-3.728,-9709721.385,-398308.493,-16972647.106,7262925.720
-103.630,-3.705,-9771622.149,-395813.427,-16972806.976,7201184.826
-103.801,-4.016,-9786487.164,-429038.245,-16970623.496,7184136.332
-104.575,-4.126,-9858960.567,-440777.647,-16969824.737,7110864.170
-104.682,-4.525,-9867332.671,-483415.837,-16966812.640,7099479.969
-105.544,-4.569,-9948382.632,-488153.845,-16966467.765,7018085.133
-106.253,-4.494,-10015557.264,-480094.423,-16967053.236,6951495.972
-106.450,-5.043,-10031533.226,-538780.622,-16962667.737,6931134.511
-106.587,-5.624,-10041527.161,-600806.351,-16957742.398,6916215.237
-106.741,-5.620,-10056055.829,-600386.501,-16957776.761,6901720.932
-106.752,-6.019,-10054979.507,-642996.537,-16954214.547,6899235.040
-106.845,-6.016,-10063752.993,-642724.115,-16954237.809,6890484.816
-106.939,-6.383,-10070545.559,-681892.066,-16950826.418,6880280.859
-107.376,-6.295,-10112227.893,-672508.941,-16951656.057,6839428.164
-107.543,-6.819,-10124969.809,-728513.683,-16946584.210,6821614.401
-107.653,-7.186,-10133053.353,-767690.057,-16942859.034,6809805.681
-107.768,-7.653,-10140897.506,-817638.125,-16937885.935,6796988.429
-107.923,-8.228,-10151596.065,-879023.193,-16931411.649,6779815.583
-108.033,-8.602,-10159286.664,-918970.967,-16926972.310,6767685.646
-108.246,-9.020,-10176199.584,-963626.877,-16921788.566,6745588.982
-109.038,-9.035,-10250537.220,-965268.890,-16921593.386,6671056.166
-109.756,-8.925,-10318889.275,-953428.663,-16922993.453,6604104.179
-109.946,-9.602,-10331346.496,-1025844.745,-16914158.786,6582812.290
-110.029,-9.769,-10337777.918,-1043624.855,-16911887.974,6574110.055
-110.154,-10.149,-10346233.704,-1084264.885,-16906541.434,6560307.730
-110.299,-10.742,-10354465.206,-1147580.133,-16897765.875,6543300.669
-110.375,-11.021,-10358948.084,-1177424.842,-16893435.922,6534487.838
-110.485,-11.394,-10365614.994,-1217267.954,-16887457.110,6521842.117
-110.615,-11.851,-10373078.936,-1266084.202,-16879815.707,6506736.770
-110.750,-12.281,-10381133.103,-1312055.707,-16872293.286,6491160.183
-110.824,-12.656,-10383848.949,-1352116.574,-16865473.553,6481624.603
-110.873,-12.958,-10384970.332,-1384296.602,-16859813.233,6474842.900
-111.008,-13.528,-10390696.647,-1445272.723,-16848632.272,6457935.626
-111.266,-13.541,-10414728.308,-1446647.351,-16848373.227,6433644.919
-111.846,-13.465,-10469975.377,-1438442.650,-16849914.774,6379939.397
-112.426,-13.386,-10525242.844,-1430088.383,-16851473.074,6326230.231
-112.439,-13.865,-10520393.599,-1481186.136,-16841761.737,6321368.137
-112.581,-14.062,-10531095.016,-1502264.077,-16837628.933,6306533.917
-112.613,-14.718,-10525149.068,-1572356.438,-16823340.399,6298191.330
-112.766,-14.704,-10539648.286,-1570839.428,-16823658.652,6284010.366
-112.869,-15.248,-10541448.592,-1628956.458,-16811177.086,6269728.494
-112.973,-15.792,-10542971.560,-1687061.976,-16798127.702,6255156.142
-113.083,-16.900,-10535612.753,-1805411.745,-16770030.158,6234417.405
-113.250,-17.701,-10537733.175,-1891022.847,-16748670.021,6210936.846
-113.437,-18.768,-10536600.390,-2005032.734,-16719246.057,6182645.667
-113.498,-19.301,-10532786.770,-2061923.756,-16704273.368,6171486.597
-113.697,-19.968,-10539309.739,-2133170.814,-16685363.317,6146053.578
-113.796,-20.321,-10542123.521,-2170938.542,-16675298.198,6133174.677
-113.931,-20.575,-10550045.621,-2198021.059,-16668055.330,6118009.709
-114.087,-20.599,-10564041.194,-2200670.555,-16667345.228,6103304.033
-114.229,-21.121,-10567650.481,-2256438.201,-16652313.218,6084662.737
-114.318,-21.564,-10567687.738,-2303691.123,-16639407.555,6071719.817
-114.379,-21.627,-10572141.041,-2310464.426,-16637541.746,6065400.705
-114.421,-22.114,-10566802.224,-2362546.105,-16623035.984,6056233.760
-114.505,-22.196,-10572995.758,-2371263.752,-16620577.585,6047581.827
-114.498,-22.543,-10565638.974,-2408281.595,-16610028.256,6044389.282
-114.554,-23.082,-10560105.395,-2465878.590,-16593214.628,6033109.233
-115.054,-23.203,-10603734.582,-2478855.689,-16589351.342,5985616.761
-115.091,-23.478,-10601479.624,-2508212.581,-16580500.060,5979020.435
-115.204,-23.501,-10611409.666,-2510669.698,-16579751.917,5968342.251
-115.568,-23.543,-10644022.218,-2515145.493,-16578386.136,5934363.918
-115.424,-23.884,-10623563.539,-2551628.541,-16567104.216,5943540.677
-115.402,-24.017,-10618673.602,-2565836.899,-16562635.382,5943961.780
-115.482,-24.105,-10624128.796,-2575205.835,-16559664.564,5935535.769
-115.860,-24.259,-10655514.799,-2591675.041,-16554394.547,5898879.748
-115.968,-24.383,-10662692.537,-2604882.854,-16550122.936,5887430.399
-116.184,-24.458,-10680858.121,-2612937.690,-16547497.606,5866639.485
-116.225,-24.556,-10682420.244,-2623353.392,-16544079.535,5861659.291
-116.099,-24.848,-10664139.281,-2654514.802,-16533691.682,5869552.401
-116.490,-25.172,-10692382.186,-2689179.940,-16521837.012,5829454.826
-116.353,-25.416,-10673913.021,-2715223.682,-16512718.570,5838805.549
-116.028,-25.674,-10637750.240,-2742784.149,-16502870.370,5865120.129
-115.769,-25.968,-10606629.053,-2774179.451,-16491402.962,5884773.909
-115.518,-26.243,-10576574.449,-2803630.540,-16480404.793,5903830.344
-115.291,-26.466,-10549996.855,-2827398.689,-16471358.856,5921362.001
-115.105,-26.604,-10529337.249,-2842151.006,-16465667.910,5936330.661
-114.526,-26.725,-10473166.894,-2855087.361,-16460629.385,5987462.491
-113.944,-26.790,-10418231.132,-2861988.191,-16457923.223,6039692.091
-113.608,-26.809,-10387003.129,-2864028.532,-16457120.653,6070117.524
-112.976,-26.830,-10328655.128,-2866314.570,-16456220.110,6127564.981
-113.112,-27.014,-10336183.930,-2885980.972,-16448414.911,6112230.981
-113.129,-27.273,-10330741.911,-2913584.682,-16437284.374,6106542.463
-113.133,-27.577,-10322703.843,-2946092.139,-16423914.258,6101210.415
-113.001,-27.607,-10309811.324,-2949339.711,-16422562.972,6112751.648
-112.971,-27.849,-10300256.753,-2975203.009,-16411700.485,6111443.732
-112.955,-28.129,-10290788.227,-3005062.280,-16398936.576,6108148.349
-112.934,-28.379,-10281573.042,-3031813.360,-16387298.312,6105725.270
-113.010,-28.383,-10288389.136,-3032187.281,-16387134.275,6098745.139
-113.021,-28.550,-10284460.630,-3049986.074,-16379282.730,6094822.100
-113.020,-28.787,-10277243.389,-3075381.392,-16367933.198,6090689.809
-112.956,-29.009,-10264686.071,-3099057.223,-16357196.544,6092510.473
-112.842,-29.138,-10250388.858,-3112834.155,-16350879.823,6100490.965
-112.471,-28.976,-10221611.420,-3095552.820,-16358795.206,6137183.786
-112.302,-29.375,-10193979.701,-3138183.570,-16339124.380,6145144.679
-111.933,-29.556,-10154806.474,-3157524.334,-16330039.725,6175233.251
-111.773,-30.025,-10125423.325,-3207606.682,-16306050.642,6180627.318
-111.775,-30.187,-10120339.171,-3224981.943,-16297571.468,6177232.297
-111.797,-30.425,-10114549.579,-3250361.583,-16285042.748,6170493.170
-111.851,-30.624,-10112811.106,-3271691.621,-16274382.877,6161571.770
-111.885,-30.666,-10114501.635,-3276115.826,-16272157.074,6157655.440
-111.951,-31.045,-10107656.735,-3316596.591,-16251558.380,6143901.646
-111.978,-31.386,-10098317.496,-3353101.998,-16232627.384,6134309.888
-111.964,-31.390,-10096905.414,-3353561.519,-16232386.968,6135481.554
-112.023,-31.536,-10097137.067,-3369131.731,-16224209.958,6127072.891
-112.041,-31.774,-10090383.614,-3394511.765,-16210753.657,6120370.043
-112.063,-31.949,-10086137.029,-3413191.065,-16200750.161,6114613.132
-112.065,-32.114,-10080358.039,-3430918.898,-16191178.753,6110820.714
-112.151,-32.343,-10079815.084,-3455303.235,-16177891.550,6098076.465
-112.356,-32.328,-10098780.449,-3453721.810,-16178757.529,6079977.079
-112.415,-32.489,-10098176.931,-3470935.583,-16169299.894,6071122.963
-112.418,-32.794,-10087150.437,-3503512.901,-16151213.139,6064062.702
-112.442,-33.112,-10077352.308,-3537508.486,-16132080.677,6054728.369
-112.460,-33.399,-10068050.110,-3568157.204,-16114609.816,6046559.705
-112.504,-33.650,-10062334.715,-3594957.608,-16099163.130,6036828.415
-112.604,-33.663,-10070783.121,-3596324.799,-16098370.945,6027587.823
-112.628,-33.999,-10059821.178,-3632232.335,-16077421.352,6017600.174
-112.562,-34.300,-10042061.654,-3664354.478,-16058448.657,6016387.003
-112.417,-34.556,-10018913.120,-3691752.823,-16042096.495,6023183.374
-112.187,-34.674,-9993696.437,-3704350.986,-16034525.913,6040829.477
-111.897,-34.820,-9962031.524,-3719917.045,-16025127.451,6063095.927
-111.395,-34.876,-9915105.371,-3725871.470,-16021519.410,6106414.039
-111.244,-35.064,-9894059.264,-3745999.488,-16009270.275,6115211.012
-111.002,-35.264,-9864528.225,-3767261.104,-15996243.460,6131715.235
-110.877,-35.319,-9851173.277,-3773185.700,-15992597.111,6141423.834
-110.704,-35.651,-9822297.446,-3808560.192,-15970673.231,6148375.786
-110.851,-35.949,-9823041.096,-3840378.884,-15950724.088,6127682.992
-110.805,-36.278,-9805291.071,-3875482.330,-15928454.427,6123163.356
-110.739,-36.358,-9796103.333,-3883991.937,-15923013.572,6126910.239
-110.471,-36.410,-9770197.592,-3889579.374,-15919431.946,6149234.354
-110.668,-37.042,-9760704.987,-3956958.924,-15875654.188,6114949.201
-110.814,-37.483,-9754377.613,-4003903.635,-15844487.443,6090109.830
-111.060,-38.148,-9746401.986,-4074664.846,-15796413.635,6050011.649
-111.192,-38.824,-9726900.873,-4146585.095,-15746124.297,6019223.425
-111.227,-39.113,-9716434.682,-4177306.896,-15724181.294,6007746.612
-111.444,-39.786,-9703063.498,-4248824.643,-15671977.981,5968914.483
-111.444,-40.414,-9672018.401,-4315506.906,-15621835.253,5949816.851
-111.504,-40.900,-9652610.934,-4367055.370,-15582122.172,5929511.238
-111.264,-41.445,-9603782.243,-4424728.807,-15536778.475,5932996.232
-111.349,-42.200,-9571359.555,-4504661.462,-15472475.909,5901116.353
-111.501,-42.846,-9549650.582,-4572884.536,-15416387.665,5866737.083
-111.718,-43.425,-9536560.001,-4633967.069,-15365335.293,5828775.292
-111.941,-43.971,-9525351.193,-4691506.147,-15316606.732,5791255.539
-112.198,-44.682,-9507223.813,-4766265.505,-15252496.433,5745272.620
-112.448,-45.432,-9485697.183,-4845033.942,-15184126.070,5698428.887
-112.593,-45.610,-9487713.859,-4863667.465,-15167830.051,5680116.192
-112.675,-45.833,-9481783.358,-4887066.048,-15147290.921,5665507.563
-112.925,-46.581,-9459202.273,-4965430.850,-15077805.256,5618602.983
-113.179,-47.247,-9441032.586,-5034989.961,-15015074.023,5574041.438
-113.254,-47.604,-9425909.111,-5072219.143,-14981027.351,5555118.239
-113.199,-47.872,-9405147.501,-5100112.354,-14955281.164,5550133.663
-113.337,-48.146,-9399800.570,-5128694.572,-14928674.424,5528873.854
-113.364,-48.627,-9372423.983,-5178647.742,-14881590.080,5509166.097
-113.659,-49.313,-9353557.380,-5249858.543,-14813066.471,5459509.091
-113.875,-49.849,-9336765.476,-5305316.574,-14758443.782,5421678.306
-114.556,-49.721,-9400960.588,-5292088.929,-14771578.144,5370617.556
-115.233,-49.589,-9465142.233,-5278450.963,-14785049.438,5319907.205
-116.622,-49.254,-9601272.984,-5243693.354,-14819068.472,5217795.488
-116.881,-49.765,-9588800.339,-5296660.269,-14767046.724,5178246.384
-117.164,-50.487,-9563119.032,-5371253.914,-14691938.500,5128819.467
-117.435,-50.891,-9557313.292,-5412805.165,-14649155.062,5091841.770
-117.820,-51.487,-9546592.453,-5474070.244,-14584882.247,5038289.794
-118.092,-51.997,-9531907.764,-5526410.064,-14528885.297,4996977.533
-118.300,-52.389,-9520053.570,-5566532.558,-14485303.556,4965249.986
-118.464,-52.777,-9504556.415,-5606172.882,-14441703.432,4937147.017
-118.434,-52.958,-9488665.067,-5624655.869,-14421194.184,4932529.118
-117.661,-53.124,-9414387.839,-5641588.428,-14402306.721,4987918.882
-118.037,-53.691,-9401838.678,-5699254.189,-14337292.223,4935453.544
