sample_name,reference,northing,easting,location,suite,rock_name,rock_group,rock_origin,core,sio2,al2o3,fe2o3_tot,feo_tot,mno,mgo,cao,na2o,k2o,tio2,p2o5,so3,loi,sro,bao,nio,fe2o3,feo,cr2o3,ba_ppm,ce_ppm,co_ppm,cr_ppm,cu_ppm,ga_ppm,la_ppm,nb_ppm,nd_ppm,ni_ppm,pb_ppm,rb_ppm,sc_ppm,sr_ppm,th_ppm,u_ppm,v_ppm,y_ppm,zn_ppm,zr_ppm,Quartz_norm,Albite_norm,Anorthite_norm,Orthoclase_norm,Nepheline_norm,Leucite_norm,Kalsilite_norm,Corundum_norm,Diopside_norm,Enstatite_norm,Wollastonite_norm,Olivine_norm,Larnite_norm,Acmite_norm,K2SiO3_norm,Na2SiO3_norm,Rutile_norm,Ilmenite_norm,Magnetite_norm,Hematite_norm,Apatite_norm,Zircon_norm,Perovskite_norm,Chromite_norm,Sphene_norm,Pyrite_norm,Halite_norm,Fluorite_norm,Anhydrite_norm,Na2SO4_norm,Calcite_norm,Na2CO3_norm,Total_norm,quartz,orthoclase,plagioclase,perthite,biotite,hornblende,clinopyroxene,orthopyroxene,olivine,spinel,epidote,zircon,Score_1,Score_2,Score_3,Score_4,Score_5,Score_6,Score_7,rock_type
FR-aa168,Robinson(2014),27 18'44.08' N ,41 24'33.87'' E,saudi_arabia,abanat,alkali_granite,igneous,plutonic,0,75.61,10.1,4.05,NaN,0.05,0.1,0.29,3.68,4.66,0.32,0.01,0.01,0.41,,,,NaN,NaN,,23,247,127,2,1,28,127,77,114,0,23,141,1.5,5.1,18,7.6,4,81,136,1097,36.69580708,27.05120688,0,29.31621472,0,0,0,0,0.936620785,3.518149278,0,0,0,1.064032317,0,0.919693252,0,0.348566825,0,0,0.019725065,0.131698809,0,0.000230409,0,0,0,0,0,0.018035,0,0,100,18.621,0,0.119,73.07,0,0,8.19,0,0,0,0,0,12.6873752524955,4.22707512738757,4.68376893063713,-1.6598543262509,-0.203089213358297,0.296481553281624,3.19809769384155,rhyolite
FR-hwg09,Robinson(2014),21 27'26.81'' N ,40 28'17.09' E,saudi_arabia,al_hawiyah,granite,igneous,plutonic,0,72.94,14.08,1.82,NaN,0.04,0.26,1.05,3.67,5.27,0.17,0.04,0.01,0.39,,,,NaN,NaN,,460,78,107,1,9,22,33,40,36,0,22,166,2.2,115,15,6.3,7,42,50,236,27.9854461,31.62554218,4.828629904,32.70970142,0,0,0,0.329019199,0,2.069303974,0,0,0,0,0,0,0,0.181670207,0.162758127,0,0.077406449,0.027796233,0,0.000113023,0,0,0,0,0,0.017693546,0,0,100.01,26.426,49.435,18.234,0,5.906,0,0,0,0,0,0,0,11.2163552552012,1.66162790578604,0.382904878464183,-1.14312774220774,-0.3771058886163,-0.302195787776513,3.8792338042061,rhyolite
FR-kw32,Robinson(2014),21 07'19.22'' N ,42 53'22.13'' E,saudi_arabia,kawr_suite,diorite,igneous,plutonic,0,57.43,14.19,8.85,NaN,0.15,3.98,5.48,3.66,2.41,1.8,0.38,0.02,1.27,,,,NaN,NaN,,276,70,51,96,13,22,29,18,41,26,8.8,98,23,298,7.5,2.2,177,46,109,187,9.013600533,34.67734075,16.20922405,16.5125426,0,0,0,0,6.952915858,12.77742487,0,0,0,0,0,0,0,2.119495618,0.872046803,0,0.810262942,0.024268379,0,0.011955419,0,0,0,0,0,0.038991514,0,0,100.01,0,0,0,0,0,0,0,0,0,0,0,0,-5.69497308059145,-2.52209422989687,2.5493886257619,-0.347636816053557,0.583728200501129,0.165849798625667,1.7106359734055,trachyandesite
MO-32903a,Ogasawara(1996),,,halls_creek_mobile_zone,sally_downs,tonalite,igneous,plutonic,0,56.24,18.38,7.24,NaN,0.09,3.59,6.96,3.65,1.55,0.88,0.29,NaN,0.91,,,,NaN,NaN,,865,84,NaN,46,39,21.9,NaN,171,36,29,NaN,38.7,19,913,NaN,NaN,124,6.1,80,14.7,6.79548028,34.06268809,30.37594003,10.72537311,0,0,0,0,2.772638743,12.9957776,0,0,0,0,0,0,0,1.015807866,0.699365123,0,0.606190686,0.001870188,0,0.005615912,0,0,0,0,0,0,0,0,100.01,0,0,0,0,0,0,0,0,0,0,0,0,-5.83247466969387,-5.07319973572804,-1.12399205694152,1.12933381221006,-0.131254218152345,0.0372624965695153,0.953964590924028,basaltic andesite
DH-BA,henstridge_1970,,,willalooka,<undefined>,granite,igneous,plutonic,0,75.48,12.2,1.98,<undefined>,0.08,0.06,0.57,3.64,4.67,0.17,0,NaN,0.49,,,,NaN,NaN,,309,NaN,NaN,NaN,NaN,1.2,42,NaN,NaN,NaN,NaN,260,NaN,36,37.5,NaN,NaN,NaN,NaN,NaN,34.32127405,31.56720183,2.762263696,29.07500614,0,0,0,0.062993783,0,1.855848482,0,0,0,0,0,0,0,0.182493112,0.177868586,0,0,0,0,0,0,0,0,0,0,0,0,0,99.98,32.411,0,13.918,51.718,1.953,0,0,0,0,0,0,0,13.2884150909578,3.38779315187955,1.94582171652812,-1.53884437901334,-0.304901592308354,-0.0911102619612567,3.17898361944295,rhyolite
MD-013,dove_1997,-32.20746,133.736367,wittelbee_point,st_peter_suite,granite,igneous,plutonic,0,75.65,12.66,1.107,<undefined>,0.07,0.31,0.83,3.62,4.688,0.16,0.03,NaN,0.27,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.10941111,31.19706679,3.791477087,28.87760236,0,0,0,0.12942038,0,1.567197541,0,0,0,0,0,0,0,0.170708285,0.098836815,0,0.057961316,0,0,0,0,0,0,0,0,0,0,0,100,27.716,63.301,7.595,0,1.1388,0,0,0,0,0,0,0,13.5894870485246,3.52960561817504,0.98229960166948,-1.61321769428106,-0.27562075616253,-0.233994140722433,3.17468539315199,rhyolite
HF-008,freeman_1995,415443,6459624,<undefined>,<undefined>,dolerite,igneous,plutonic,0,46.25,12.29,17.14,<undefined>,0.09,5.37,11.5,3.61,0.11,2.94,0.37,0.01,0.89,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29.37756268,19.64976241,0.808211216,4.242003881,7.6e-15,0,0,29.48929325,0,0,9.99205053,0,0,0,0,0,3.741455695,1.82532667,0,0.852662891,0,0,0,0,0,0,0,0,0.021070428,0,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,-18.3284535320957,-5.95001170924464,8.02033669858611,0.395944779112243,1.035067899083,1.00890552934227,-0.0490846133423294,alkalic basalt
HF-006,freeman_1995,416923,6459622,<undefined>,<undefined>,gabbro,igneous,plutonic,0,49.67,13.78,14.45,<undefined>,0.16,6.31,8.4,3.47,1,1.47,0.17,0.01,1.28,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,34.65929708,21.45568062,7.155399664,0,0,0,0,16.35869205,6.083598213,0,10.56359741,0,0,0,0,0,1.821848752,1.498646961,0,0.38152787,0,0,0,0,0,0,0,0,0.020519892,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,-14.9089062399821,-4.1960594368418,5.21234722446132,1.27608467184692,0.0837363575767501,1.0319190144198,0.771972816557125,alkalic basalt
FR-ao85,Robinson(2014),20 23'40.32'' N ,44 18'05.19'' E,saudi_arabia,al_hafoor,alkali_granite,igneous,plutonic,0,76,12.36,1.15,NaN,0.04,0.19,0.68,3.45,4.89,0.09,0.02,0.01,0.62,,,,NaN,NaN,,159,51,115,1,1,15,27,7.6,15,0,24,179,1.7,44,26,6.2,5,15,13,102,35.12461125,29.7044738,3.152851786,30.22395311,0,0,0,0.133334025,0,1.398487891,0,0,0,0,0,0,0,0.096134339,0.102794619,0,0.038685516,0.012008129,0,0.000112972,0,0,0,0,0,0.01768545,0,0,100,40,40,10,0,5,5,0,0,0,0,0,0,13.909603150814,3.73427148071432,1.27179336014498,-1.73002892308159,-0.436999029054449,-0.317916595594801,3.34336598184715,rhyolite
PL-A23,leah_1985,,,ethiudna,olarian_granitoids,monzogabbro,igneous,plutonic,0,71.74,13.87,3.17,<undefined>,0.03,0.73,0.81,3.43,5.04,0.54,0.11,NaN,0.52,,,,NaN,NaN,,498,167,19.6,NaN,28,20,57,18,82,9.6,NaN,261,9.5,86,NaN,NaN,66,30,15.6,368,28.8669929,30.04499173,3.269500778,31.75320129,0,0,0,1.032229622,0,3.917162518,0,0,0,0,0,0,0,0.585299973,0.287528244,0,0.215903554,0.04396142,0,0,0,0,0,0,0,0,0,0,100,44.413,45.137,6.364,0,4.086,0,0,0,0,0,0,0,9.5770247707984,1.49278066256474,1.2687580391076,-0.729453795631048,-0.214504305216785,-0.523639194177434,3.71295765467342,rhyolite
FR-ao83,Robinson(2014),20 23'40.36'' N ,44 18'04.29'' E,saudi_arabia,al_hafoor,alkali_granite,igneous,plutonic,0,76.08,12.29,1.13,NaN,0.04,0.2,0.66,3.42,4.85,0.09,0.02,0.01,0.58,,,,NaN,NaN,,170,48,123,2,15,13,26,8.5,14,0,25,177,2,45,22,5.3,5,14,14,98,35.61220157,29.47757815,3.060426693,30.01440841,0,0,0,0.172506196,0,1.402490868,0,0,0,0,0,0,0,0.096238493,0.10111632,0,0.038727429,0.011549722,0,0.000226188,0,0,0,0,0,0.017704611,0,0,100.01,40,40,10,0,5,5,0,0,0,0,0,0,13.9714824688361,3.8118166288111,1.30544416393244,-1.75800377558909,-0.448895420344357,-0.332635931737764,3.29662683276199,rhyolite
JK-MDCB5,Knight(1997),,,cape_beaufort,st_peter_suite,<undefined>,igneous,plutonic,0,50.27,16.58,10.05,<undefined>,0.17,6.65,9.16,3.41,1.42,0.82,0.22,0.02,1.32,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,32.8835091,28.04787891,9.832472741,0,0,0,0,13.38070807,0.728557555,0,12.61590382,0,0,0,0,0,0.983443349,1.008644355,0,0.477793831,0,0,0,0,0,0,0,0,0.039714178,0,0,100.01,0,0,0,0,0,0,0,0,0,0,0,0,-13.1465846029178,-4.48584408925141,0.268034012693808,0.878586620633637,-0.356545847804365,0.593192412350308,1.08467077665121,alkalic basalt
FR-rt183,Robinson(2014),25 09'07.28'' N ,38 11'21.83'' E,saudi_arabia,rithmah,diorite,igneous,plutonic,0,57.19,17.77,8.16,NaN,0.13,3.86,7.24,3.4,0.52,0.64,0.16,0.01,1.39,,,,NaN,NaN,,94,17,55,39,44,18,2,2.2,11,18,4,10,23,356,0,1.4,174,15,76,62,11.66275267,31.90765947,33.45548223,3.538434819,0,0,0,0,2.348483403,15.19498807,0,0,0,0,0,0,0,0.745070602,0.794957879,0,0.337302685,0.007955148,0,0.004801928,0,0,0,0,0,0.01927514,0,0,100.01,0,0,60,0,0,10,30,0,0,0,0,0,-5.46006036770689,-4.28142703518192,-0.057577692093846,1.74545087692567,-0.354027461679405,0.140940410461287,-0.0619520963578039,andesite
FR-kg150,Robinson(2014),25 07'56.42'' N ,43 47'10.82'' E,saudi_arabia,malik_granite,leucogranite,igneous,plutonic,0,74.01,13.92,1.07,NaN,0.03,0.24,0.97,3.4,5.12,0.11,0.04,0.01,0.56,,,,NaN,NaN,,337,59,84,1,12,18,24,11,23,0,32,165,3.9,102,26,4.4,5,17,32,102,31.97185581,29.34412636,4.44774874,31.79120339,0,0,0,0.73507912,0,1.397937161,0,0,0,0,0,0,0,0.117769978,0.095865467,0,0.077550439,0.012035974,0,0.000113234,0,0,0,0,0,0.017726459,0,0,100.01,69.04,20.805,2.988,0,2.168,5,0,0,0,0,0,0,12.3129121330436,2.2562326234184,0.0721795111679655,-1.36208767038979,-0.519600304563993,-0.542852351416196,3.64751350040008,rhyolite
PL-J3,leah_1985,,,lookout_hill,olarian_granitoids,monzogabbro,igneous,plutonic,0,71.22,14.96,2.64,<undefined>,0,0.68,0.73,3.39,5.46,0.34,0.15,NaN,0.68,,,,NaN,NaN,,442,158,0,NaN,0,22,83,27.1,75,5,NaN,282,8.4,64,NaN,NaN,27,63,28,190,27.46078574,29.59925642,2.607449795,34.25230353,0,0,0,1.673549784,0,3.495742182,0,0,0,0,0,0,0,0.367394353,0.238722851,0,0.293512891,0.022628007,0,0,0,0,0,0,0,0,0,0,100.01,0,0,0,0,0,0,0,0,0,0,0,0,9.38656585277852,0.804748357195941,0.196418288727647,-0.507168612297973,-0.418275851919409,-0.660920307204567,4.14947198101525,rhyolite
FR-kw46,Robinson(2014),20  18'22.49'' N ,42  41'38.65' E,saudi_arabia,kawr_suite,granite,igneous,plutonic,0,74.93,12.72,1.71,NaN,0.02,0.25,0.54,3.38,5.51,0.22,0.02,0.01,0.28,,,,NaN,NaN,,198,129,98,2,3,21,59,29,53,0,11,153,2.9,36,22,6,8,70,19,248,31.96296495,29.05610571,2.474246647,34.00833635,0,0,0,0.171061337,0,1.862858368,0,0,0,0,0,0,0,0.234611061,0.152601365,0,0.038622302,0.029148528,0,0.000225574,0,0,0,0,0,0.017656552,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,12.8539495389268,3.12420345289982,1.35471157560329,-1.53179069384819,-0.431676130955521,-0.477168769964861,4.00650174387311,rhyolite
JK-CGPJ9,Knight(1997),-32.19957,133.389813,point_james,st_peter_suite,<undefined>,igneous,plutonic,0,75.68,12.54,1.18,<undefined>,0.07,0.2,0.33,3.37,5.89,0.2,0.02,0,0.22,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.94315773,28.83587958,1.44610613,36.02358362,0,0,0,0.045503341,0,1.350658187,0,0,0,0,0,0,0,0.211866701,0.104604705,0,0.038365871,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,13.6601096726003,3.53256250900336,1.17264293955907,-1.77536372780457,-0.436292234236023,-0.543817848890592,4.33757348978449,rhyolite
KK-mn026,Kromkhun(2010),66 71414,35 7352,mount_painter,mount_painter,granite,igneous,plutonic,0,76,13.33,0.53,NaN,0,0.21,0.62,3.36,5.56,0.02,0.02,0.01,0.29,,,,NaN,NaN,,164,16,89,2,10,14,5,3,4,1,35,241,1,41,9,3,5,45,0,52,33.14621047,28.58793713,2.830121377,33.95524251,0,0,0,0.464708365,0,0.889872751,0,0,0,0,0,0,0,0.021112779,0.046819609,0,0.038232066,0.006050035,0,0.000223295,0,0,0,0,0,0.017478151,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,14.1509168412078,3.36885570710328,0.266628828235357,-1.49490787400584,-0.534399044501124,-0.603992475555858,4.00584254686113,rhyolite
FR-dm01a,Robinson(2014),21 21'36.45'' N ,40 15'44.86'' E,saudi_arabia,makkah,diorite,igneous,plutonic,0,54.13,15.47,9.46,NaN,0.16,4.89,7.26,3.35,1.69,1.32,0.45,0.02,1.48,,,,NaN,NaN,,672,35,62,109,12,19,12,5.6,25,50,2.2,40,26,826,0.9,1.3,219,30,119,110,4.319661011,32.21100257,23.96657518,11.97721483,0,0,0,0,8.234842448,15.77142445,0,0,0,0,0,0,0,1.577315014,0.945958639,0,0.973731864,0.014486929,0,0.013775411,0,0,0,0,0,0.039568956,0,0,100,0,0,50,0,0,5,30,10,0,0,0,0,-9.01324583951835,-3.74916728027886,1.55017171465743,0.271812006301406,-0.00431344132355107,0.222320427404924,1.13991323599164,basaltic andesite
NN-JF2,Neumann(1996),,,paralana,paralana_granodiorite,granodiorite,igneous,plutonic,0,71.71,14.76,1.91,<undefined>,0.03,0.57,1.76,3.35,4.83,0.32,0.1,NaN,0.45,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.89527956,29.13335049,7.881138176,30.02333168,0,0,0,0.717296643,0,2.63787917,0,0,0,0,0,0,0,0.344526649,0.17208488,0,0.194964349,0,0,0,0,0,0,0,0,0,0,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,10.012246987896,1.09706026831724,-0.14602290879746,-0.909975674451434,-0.433091625802516,-0.650488908802257,3.46593043914437,rhyolite
FR-kw36,Robinson(2014),21 07'03.48' N ,42 53'19.01' E,saudi_arabia,kawr_suite,alkali_granite,igneous,plutonic,0,73.62,12.97,2.04,NaN,0.02,0.33,0.75,3.35,5.49,0.27,0.03,0.01,0.34,,,,NaN,NaN,,241,112,105,4,0,23,50,30,48,1,16,138,3.2,53,22,8.7,12,72,21,274,30.38702029,29.00767793,3.448313067,34.14906318,0,0,0,0.143923827,0,2.291784336,0,0,0,0,0,0,0,0.29001848,0.183370125,0,0.058353314,0.032437817,0,0.000454418,0,0,0,0,0,0.017784514,0,0,100.02,0,0,0,0,0,0,0,0,0,0,0,0,11.6219721639562,2.51523653212236,1.2710557154931,-1.54791700077302,-0.467672485188838,-0.48116789018863,4.0293259804003,rhyolite
FR-kg142,Robinson(2014),25 07'55.34'' N ,43 47'12.66'' E,saudi_arabia,malik_granite,leucogranite,igneous,plutonic,0,74.34,14.12,0.88,NaN,0.25,0.15,1.31,3.34,4.9,0.01,0.02,0.01,0.19,,,,NaN,NaN,,490,4,124,1,8,15,1,2,0,0,32,75,7,179,2.8,3.1,3,48,0,68,32.52247952,28.70661284,6.209505791,30.36910707,0,0,0,0.631830486,0,1.41819565,0,0,0,0,0,0,0,0.01066175,0.078514101,0,0.038613649,0.007990548,0,0.000112762,0,0,0,0,0,0.017652596,0,0,99.99,37.042,11.662,48.713,0,0,2.583,0,0,0,0,0,0,12.6913634975398,2.25113639526158,-0.116577273147551,-1.24825834274974,-0.612190487786385,-0.576463735499421,3.41608384252487,rhyolite
FR-rt181,Robinson(2014),25 09'07.28'' N ,38 11'21.54'' E,saudi_arabia,rithmah,diorite,igneous,plutonic,0,56.53,17.92,8.38,NaN,0.14,3.98,7.17,3.33,0.56,0.65,0.15,0.01,1.48,,,,NaN,NaN,,154,14,51,41,39,20,3,2.4,12,17,2.5,11,24,364,1.5,0.2,175,15,80,59,10.82704374,31.38968068,34.23461395,3.852075726,0,0,0,0,1.731462735,16.05440284,0,0,0,0,0,0,0,0.760091832,0.820036594,0,0.317633522,0.007604031,0,0.005070726,0,0,0,0,0,0.019361223,0,0,100.01,0,0,60,0,0,10,30,0,0,0,0,0,-6.12856609267459,-4.53932471532798,-0.0933887645549657,1.80874709279977,-0.405783910234975,0.0948098745851732,0.00124032485385017,basaltic andesite
KK-mn029,Kromkhun(2010),66 68328,35 5471,mount_painter,mount_painter,granite,igneous,plutonic,0,68,14.19,5.11,NaN,0,0.26,1.85,3.33,5.76,0.44,0.07,0.02,0.45,,,,NaN,NaN,,1144,314,61,1,12,27,156,54,145,2,38,389,9,56,66,23,5,153,108,726,20.4163164,29.34176503,6.551016259,36.90530401,0,0,0,0,1.463482823,4.145819851,0,0,0,0,0,0,0,0.48173028,0.46817549,0,0.13878153,0.087604625,0,0.000115794,0,0,0,0,0,0.036254452,0,0,100.02,0,0,0,0,0,0,0,0,0,0,0,0,6.10316648790391,-0.68994453101856,2.19006481989634,-0.711623061803488,-0.637904418712708,-0.360881012173179,4.56503591302074,trachydacite
FR-hwg03,Robinson(2014),21 26'59.00'' N ,40 27'22.59'' E,saudi_arabia,al_hawiyah,granite,igneous,plutonic,0,76.51,12.62,0.76,NaN,0.01,0.1,0.73,3.31,5.24,0.04,0.01,0.01,0.33,,,,NaN,NaN,,72,18,114,0,32,23,4,59,8,0,26,204,1.7,29,18,12,8,45,8,83,35.07813124,28.2628691,3.423333617,32.08235136,0,0,0,0.135454762,0,0.864876391,0,0,0,0,0,0,0,0.042378628,0.067380929,0,0.019185329,0.009691793,0,0,0,0,0,0,0,0.01754151,0,0,100,19.504,61.824,17.487,0,1.185,0,0,0,0,0,0,0,14.5122824011705,3.80116104511098,0.938822112179765,-1.68938558183828,-0.540179279806029,-0.524417050256511,3.65799778615975,rhyolite
FR-kw29,Robinson(2014),21 07'19.15'' N ,42 53'13.38'' E,saudi_arabia,kawr_suite,alkali_granite,igneous,plutonic,0,74.87,12.47,1.84,NaN,0.01,0.21,0.52,3.31,5.41,0.22,0.02,0.01,0.56,,,,NaN,NaN,,180,127,107,2,9,24,58,28,55,0,16,152,2.7,33,18,6.4,6,73,21,251,32.90118308,28.59877913,2.389602128,33.55629316,0,0,0,0.179650665,0,1.895323739,0,0,0,0,0,0,0,0.235814521,0.165044931,0,0.038820419,0.02965246,0,0.000226731,0,0,0,0,0,0.017747123,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,12.761291607771,3.18161600050376,1.59983391623244,-1.64560647677441,-0.483885366976744,-0.473262770967992,3.89769801370336,rhyolite
FR-kw31,Robinson(2014),21 07'20.19'' N ,42 53'21.39'' E,saudi_arabia,kawr_suite,alkali_granite,igneous,plutonic,0,75.35,12.32,1.68,NaN,0.01,0.19,0.48,3.29,5.36,0.18,0.02,0.01,0.49,,,,NaN,NaN,,174,111,113,2,15,22,49,26,47,0,11,148,2.3,35,18,7.1,5,65,18,221,33.85137172,28.39283989,2.194891894,33.20675542,0,0,0,0.186150824,0,1.749311165,0,0,0,0,0,0,0,0.192721138,0.15052292,0,0.038776553,0.02607884,0,0.000226475,0,0,0,0,0,0.017727069,0,0,100.01,0,0,0,0,0,0,0,0,0,0,0,0,13.212431712412,3.44866809614679,1.63040255337111,-1.69142158188558,-0.50520934818219,-0.472196351582777,3.82651887814013,rhyolite
HF-050,freeman_1995,414413,6452210,<undefined>,<undefined>,dolerite,igneous,plutonic,0,47.66,15.557,9.61,<undefined>,0.06,9.08,11.08,3.28,0.43,0.68,0.07,0.06,2.29,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,24.97316322,29.85049254,3.067118944,4.044567735,0,0,0,21.03215737,0,0,14.91908655,0,0,0,0,0,0.840102281,0.993534939,0,0.156604289,0,0,0,0,0,0,0,0,0.122731089,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,-16.4137449116242,-3.07223290345168,-0.59476939373676,0.0971375848978542,-0.424819419988924,0.905998350174773,0.166251055827353,alkalic basalt
FR-nr117,Robinson(2014),23 43'45.04'' N ,44 41'20.87'' E,saudi_arabia,najirah_granite,granite,igneous,plutonic,0,73.93,13.35,1.56,NaN,0.03,0.28,0.97,3.27,5.33,0.15,0.08,0.01,0.36,,,,NaN,NaN,,320,87,117,3,1,23,33,15,49,0,29,185,7.1,56,16,4.7,11,83,30,164,31.65989205,28.25150845,4.18472293,33.11921159,0,0,0,0.411884487,0,1.888276081,0,0,0,0,0,0,0,0.160775717,0.139923384,0,0.155275002,0.019373683,0,0.000340082,0,0,0,0,0,0.01774636,0,0,100.01,29.438,2.773,62.785,0,5.003,0,0,0,0,0,0,0,12.0570121570763,2.48382662493271,0.749469549173897,-1.48091042263521,-0.582400634358387,-0.568280535990311,3.84971403637453,rhyolite
DH-M2,henstridge_1970,,,mount_monster,<undefined>,porphyry,igneous,plutonic,0,73.55,13.54,2.29,<undefined>,0.09,0.24,0.79,3.23,5.37,0.24,0,NaN,0.76,,,,NaN,NaN,,445,NaN,NaN,NaN,NaN,NaN,44.9,NaN,NaN,NaN,NaN,183,NaN,52,34.4,NaN,NaN,NaN,NaN,NaN,31.1346621,28.01679525,3.829767158,33.47532556,0,0,0,0.632975526,0,2.453751258,0,0,0,0,0,0,0,0.257668571,0.205741639,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,0,0,0,0,0,0,0,0,0,0,0,0,11.562441088664,2.12364392270182,1.16794660036356,-1.07441199947161,-0.547219266667173,-0.630366653059229,3.93040761933503,rhyolite
DH-BC,henstridge_1970,,,willalooka,<undefined>,granite,igneous,plutonic,0,73.15,12.95,2.73,<undefined>,0.1,0.15,0.9,3.2,5.02,0.28,0,NaN,0.52,,,,NaN,NaN,,501,NaN,NaN,NaN,NaN,2.2,29.6,NaN,NaN,NaN,NaN,216,NaN,93,26.9,NaN,NaN,NaN,NaN,NaN,32.23974202,28.06517656,4.4220809,31.67645784,0,0,0,0.387103157,0,2.665883385,0,0,0,0,0,0,0,0.303941052,0.247987896,0,0,0,0,0,0,0,0,0,0,0,0,0,100,32.168,0,67.832,0,0,0,0,0,0,0,0,0,11.0871881968738,2.13127724429455,1.8029399758044,-1.3341118829644,-0.573208825314514,-0.502036220911594,3.58245410529515,rhyolite
FR-nr119,Robinson(2014),23 43'45.19" N,44 41'21.35" E,saudi_arabia,najirah_granite,granite,igneous,plutonic,0,74.33,13.18,1.46,NaN,0.03,0.27,0.98,3.17,5.3,0.15,0.08,0.01,0.44,,,,NaN,NaN,,336,101,119,2,1,23,39,16,54,1,28,182,6.1,55,18,4.1,7,94,28,177,32.80334505,27.37294064,4.230671444,32.9247539,0,0,0,0.41689325,0,1.774916206,0,0,0,0,0,0,0,0.160699571,0.130891914,0,0.155201462,0.020899499,0,0.000226614,0,0,0,0,0,0.017737955,0,0,100,28.409,0.924,67.031,0,3.635,0,0,0,0,0,0,0,12.4126854766267,2.73467791385822,0.833289111098932,-1.53464907308019,-0.620227899628324,-0.645504726542924,3.79348164813466,rhyolite
MD-011,dove_1997,-32.906988,134.060311,point_westall,st_peter_suite,granite,igneous,plutonic,0,75.28,12.93,1.283,<undefined>,0.03,0.2,0.2,3.16,6.231,0.17,0.019,NaN,0.3,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.72510828,27.07494424,0.834400252,38.15964413,0,0,0,0.445720628,0,1.42936657,0,0,0,0,0,0,0,0.180325263,0.113886125,0,0.036495861,0,0,0,0,0,0,0,0,0,0,0,100.01,11.349,86.483,1.06,0,1.109,0,0,0,0,0,0,0,13.3169649304598,3.19744263101865,0.996491464294695,-1.60808100545965,-0.598954651152772,-0.767166819963049,4.68192748951667,rhyolite
FR-hwg07,Robinson(2014),21 26'54.04'' N ,40 27'16.45'' E,saudi_arabia,al_hawiyah,granite,igneous,plutonic,0,71.43,14,2.31,NaN,0.05,0.43,1.19,3.15,5.92,0.25,0.1,0.02,0.61,,,,NaN,NaN,,860,115,83,1,23,21,57,28,47,0,21,200,2.6,181,21,7.1,20,46,62,256,26.50542063,27.29452841,5.185057469,37.18943801,0,0,0,0.288592213,0,2.818823761,0,0,0,0,0,0,0,0.269335274,0.208258009,0,0.195090261,0.030397113,0,0.000113943,0,0,0,0,0,0.035674945,0,0,100.01,28.166,46.67,20.863,0,4.301,0,0,0,0,0,0,0,9.70395522449988,1.22981656392679,0.595013341846736,-1.37635398846973,-0.695584431497317,-0.709688782564201,4.52275653645074,rhyolite
