sample_name,reference,northing,easting,location,suite,rock_name,rock_group,rock_origin,core,sio2,al2o3,fe2o3_tot,feo_tot,mno,mgo,cao,na2o,k2o,tio2,p2o5,so3,loi,sro,bao,nio,fe2o3,feo,cr2o3,ba_ppm,ce_ppm,co_ppm,cr_ppm,cu_ppm,ga_ppm,la_ppm,nb_ppm,nd_ppm,ni_ppm,pb_ppm,rb_ppm,sc_ppm,sr_ppm,th_ppm,u_ppm,v_ppm,y_ppm,zn_ppm,zr_ppm,Quartz_norm,Albite_norm,Anorthite_norm,Orthoclase_norm,Nepheline_norm,Leucite_norm,Kalsilite_norm,Corundum_norm,Diopside_norm,Enstatite_norm,Wollastonite_norm,Olivine_norm,Larnite_norm,Acmite_norm,K2SiO3_norm,Na2SiO3_norm,Rutile_norm,Ilmenite_norm,Magnetite_norm,Hematite_norm,Apatite_norm,Zircon_norm,Perovskite_norm,Chromite_norm,Sphene_norm,Pyrite_norm,Halite_norm,Fluorite_norm,Anhydrite_norm,Na2SO4_norm,Calcite_norm,Na2CO3_norm,Total_norm,quartz,orthoclase,plagioclase,perthite,biotite,hornblende,clinopyroxene,orthopyroxene,olivine,spinel,epidote,zircon,Score_1,Score_2,Score_3,Score_4,Score_5,Score_6,Score_7,rock_type
FR-ku139,Robinson(2014),24 22'43.75'' N ,44 21'40.56'' E,saudi_arabia,al_ruwaydah,alkali_granite,igneous,plutonic,0,74.27,13.93,0.78,NaN,0.01,0.17,1.07,3.15,5.93,0.06,0.03,0.01,0.29,,,,NaN,NaN,,632,37,88,9,4,15,18,1.4,12,2,28,88,2,296,20,4.8,8,5.6,7,88,30.14670938,26.88258864,4.996785487,36.50880182,0,0,0,0.25734951,0,1.004524383,0,0,0,0,0,0,0,0.063517319,0.06909904,0,0.057510153,0.010267453,0,0.001007667,0,0,0,0,0,0.017527541,0,0,100,30,40,25,0,0,0,0,0,0,0,0,0,12.658997190711,2.36297540603991,-0.0755010319167604,-1.5295292978514,-0.720545403230025,-0.820177066843135,4.4087604638359,rhyolite
FR-kg145,Robinson(2014),25 07'54.98'' N ,43 47'13.18'' E,saudi_arabia,malik_granite,leucogranite,igneous,plutonic,0,74,14.45,0.27,NaN,0.07,0.1,1.07,3.13,6.14,0.01,0.03,0.01,0.24,,,,NaN,NaN,,627,8,120,1,0,13,1,1.1,0,0,37,98,2.7,201,1.9,1.5,3,14,0,64,29.50295185,26.67795436,4.961599072,37.74569616,0,0,0,0.480977966,0,0.526961591,0,0,0,0,0,0,0,0.010573749,0.023890721,0,0.057442402,0.007458442,0,0.000111831,0,0,0,0,0,0.017506892,0,0,100.01,46.7,0,52.215,0,0,1.065,0,0,0,0,0,0,12.6362799813563,2.01926940023701,-0.764935016820644,-1.60333996410694,-0.790887123946775,-0.921265074885417,4.61054285389327,rhyolite
CC-076,Christodoulou(1990),,,macqarie_island,sandy_gabbro_unit,gabbro,igneous,plutonic,0,51.2,17.67,NaN,<undefined>,0.13,8.67,12.8,3.12,0.09,0.34,0.01,NaN,2.47,,,,1.06,4.84,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,29.6239294,36.1556164,0.610804478,0,0,0,0,21.14688887,0.361944585,0,11.04537844,0,0,0,0,0,0.399668305,0.633385338,0,0.021286446,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
MD-004,dove_1997,-32.925436,134.079368,smooth_pool,st_peter_suite,granodiorite,igneous,plutonic,0,70.15,14.34,2.94,<undefined>,0.08,1.19,2.35,3.1,4.817,0.37,0.109,0.01,0.37,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.20353737,27.06541626,10.74831299,30.13592554,0,0,0,0.018467411,0,4.928591823,0,0,0,0,0,0,0,0.400931982,0.266595499,0,0.213883773,0,0,0,0,0,0,0,0,0.0179411,0,0,100,46.692,31.671,0,16.282,5.355,0,0,0,0,0,0,0,8.09061121506164,1.06533050001052,0.489153953235064,-0.848446421452035,-0.560213560432793,-0.687064172385801,3.51115153112663,rhyolite
FR-rt185,Robinson(2014),25 09'07.90'' N ,38 11'20.41'' E,saudi_arabia,rithmah,gabbro-diorite,igneous,plutonic,0,54.11,17.53,9.15,NaN,0.14,4.76,7.39,3.07,0.86,0.67,0.14,0.01,2.62,,,,NaN,NaN,,149,15,44,38,49,19,3,2.7,14,20,2.8,16,29,338,0.8,0.4,225,14,78,51,6.823274961,29.54508259,34.11217049,5.999547672,0,0,0,0,3.183288007,18.30552017,0,0,0,0,0,0,0,0.800065561,0.914341376,0,0.302733981,0.006712126,0,0.00479919,0,0,0,0,0,0.019771101,0,0,100,0,0,60,0,0,10,30,0,0,0,0,0,-8.7731486172588,-4.76109936099037,0.164046857065858,1.51680650534694,-0.609667831517353,0.067460091007539,0.363152202669816,basaltic andesite
HF-010,freeman_1995,412406,6462635,<undefined>,<undefined>,<undefined>,igneous,plutonic,0,62.77,14.27,7.31,<undefined>,0.06,1.85,1.53,3.05,6.3,1.03,0.35,0.01,0.87,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12.90727171,27.71159294,5.419950534,41.01795098,0,0,0,0.355742885,0,10.00243555,0,0,0,0,0,0,0,1.161533462,0.689840016,0,0.714734765,0,0,0,0,0,0,0,0,0.018671301,0,0,100.01,0,0,0,0,0,0,0,0,0,0,0,0,0.338105376067277,-1.81367170984472,2.70304710543343,-0.518790939228412,-0.443554960197901,-0.607091213196204,5.30536109594502,trachydacite
NN-Pcf,Neumann(1996),,,paralana,paralana_granodiorite,granodiorite,igneous,plutonic,0,69.64,16.11,2.02,<undefined>,0.02,0.89,3.31,3.02,3.97,0.29,0.04,NaN,0.42,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.16716487,26.4469806,15.87574895,24.84993127,0,0,0,0.628276487,0,3.455580817,0,0,0,0,0,0,0,0.314408133,0.183266737,0,0.078530457,0,0,0,0,0,0,0,0,0,0,0,100.01,0,0,0,0,0,0,0,0,0,0,0,0,8.11594181012715,-0.104500462725114,-1.16769999613465,-0.424379207728816,-0.655436665036957,-0.934909818557488,2.6775029455074,dacite
FR-dm01b,Robinson(2014),21 21'36.45'' N ,40 15'44.86'' E,saudi_arabia,makkah,gabbro-diorite,igneous,plutonic,0,51.81,15.97,10.82,NaN,0.17,6.25,8.51,3.01,1.03,1.21,0.26,0.04,0.96,,,,NaN,NaN,,323,20,58,66,38,18,7,2.2,18,55,5.9,22,32,373,0.2,1.6,220,32,86,97,0.667224341,29.10809676,29.70112537,7.345332143,0,0,0,0,10.04806853,19.92452251,0,0,0,0,0,0,0,1.463115786,1.094856225,0,0.569310293,0.012927192,0,0.008440552,0,0,0,0,0,0.080081722,0,0,100.02,0,0,50,0,0,5,30,10,0,0,0,0,-11.951789165699,-3.98163434735738,1.58595881531938,1.2170720346434,-0.21345520248762,0.14723324826316,0.628399224068106,subalkalic basalt
MD-019,dove_1997,-32.906988,134.060311,point_westall,st_peter_suite,granite,igneous,plutonic,0,75.7,13,0.56,<undefined>,0.02,0.15,0.66,2.99,5.94,0.07,0.01,NaN,0.23,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.69260496,25.61837397,3.08443374,36.37745672,0,0,0,0.316909518,0,0.766978064,0,0,0,0,0,0,0,0.074251463,0.049708597,0,0.019208318,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,13.8802239097264,3.3945957972278,0.486727341603695,-1.84848037121047,-0.749909731340768,-0.891714504320084,4.33837389314542,rhyolite
CC-651,Christodoulou(1990),,,macqarie_island,island_lake_gabbro,gabbro,igneous,plutonic,0,52.4,15.99,NaN,<undefined>,0.19,9,11.17,2.82,0.12,0.46,0.03,NaN,0.16,,,,1.58,6.48,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,27.14557682,33.06363147,0.82566936,0,0,0,0,17.9188934,15.90160827,0,3.654435886,0,0,0,0,0,0.548206074,0.87577066,0,0.064742524,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,basaltic andesite
CC-303,Christodoulou(1990),,,macqarie_island,<undefined>,dolerite,igneous,plutonic,0,48.3,21.09,NaN,<undefined>,0.16,6.37,13.61,2.79,0.1,0.81,0.1,NaN,2.07,,,,1.14,5.35,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22.73621737,47.46898249,0.676209816,2.028258517,7.11e-15,0,0,15.85416617,0,0,9.379444238,0,0,0,0,0,0.948697111,0.694480291,0,0.212092309,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
FR-ih66,Robinson(2014),19 29'16.02'' N ,42 59'43.96'' E,saudi_arabia,ibn_hashbal,alkali_granite,igneous,plutonic,0,74.48,12.4,2.19,NaN,0.04,0.35,0.8,2.78,5.92,0.38,0.06,0.01,0.43,,,,NaN,NaN,,312,167,108,2,11,19,77,14,79,0,19,74,4.3,83,5.7,0.7,8,33,53,498,32.66940839,23.95594119,3.493024755,36.67862511,0,0,0,0.058884202,0,2.362918707,0,0,0,0,0,0,0,0.406320743,0.195959362,0,0.116176693,0.058688619,0,0.000226177,0,0,0,0,0,0.017703759,0,0,100,23.004,72.559,0,0,4.437,0,0,0,0,0,0,0,12.2505652438816,3.16891278827252,1.87022794572675,-1.62982415560398,-0.671801629302225,-0.990861438578593,4.37531113582313,rhyolite
MD-012,dove_1997,-32.542502,133.851203,point_brown,st_peter_suite,mafic_dyke,igneous,plutonic,0,55.12,13.33,7.675,<undefined>,0.14,7.34,8.51,2.77,2.44,0.73,0.23,0.02,1.34,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.366112954,26.68425361,18.25908412,16.8955371,0,0,0,0,17.53093096,16.07818886,0,0,0,0,0,0,0,0.875520107,0.770296907,0,0.499520668,0,0,0,0,0,0,0,0,0.039714888,0,0,99.99,0,12.613,3.98,0,0,83.407,0,0,0,0,0,0,-8.87053758378033,-0.141825248207871,0.773026336160311,-1.01143313819811,-0.571687976117343,0.178740371699009,1.76253406218471,basaltic andesite
NN-PCV,Neumann(1996),,,mount_painter,<undefined>,pegmatite,igneous,plutonic,0,74.22,13.66,0.48,<undefined>,0.01,0.21,0.34,2.75,6.96,0.05,0.06,NaN,0.29,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.57235499,23.63235132,1.248259646,42.75121522,0,0,0,0.75392244,0,0.83033907,0,0,0,0,0,0,0,0.053194939,0.042734444,0,0.115593636,0,0,0,0,0,0,0,0,0,0,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,12.6738305020271,2.58286634543514,-0.133411758494744,-1.96575062957154,-0.996127247742337,-1.19919223998883,5.37114676395001,rhyolite
CC-675,Christodoulou(1990),,,macqarie_island,island_lake_gabbro,gabbro,igneous,plutonic,0,49.78,18.71,NaN,<undefined>,0.11,9.74,13.21,2.7,0.07,0.23,0.02,NaN,0.66,,,,1.23,4.51,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,23.84442148,41.14977066,0.47392157,0.959039573,0,0,0,19.06721013,0,0,13.57999348,0,0,0,0,0,0.269710193,0.612547499,0,0.042469963,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
CC-069,Christodoulou(1990),,,<undefined>,<undefined>,<undefined>,igneous,plutonic,0,50.62,18.24,0.59,<undefined>,0.12,8.32,13.87,2.68,0.09,0.39,0.01,NaN,1.81,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,26.25977937,41.19230241,0.630333253,0,0,0,0,22.94617268,6.586496132,0,1.828861328,0,0,0,0,0,0.473100498,0.059893172,0,0.021967021,0,0,0,0,0,0,0,0,0,0,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,-11.0025131445427,-2.6536607369707,-8.22578404890755,-2.76525351705415,-0.879337171651418,-0.398207631687592,-0.651031017087637,subalkalic basalt
MD-006,dove_1997,-33.06054,134.243815,sceale_bay,st_peter_suite,<undefined>,igneous,plutonic,0,76.97,11.93,1.669,<undefined>,0.06,0.17,0.33,2.68,6.17,0.16,0.02,0.01,0.18,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.82320431,22.7909429,1.441387423,37.61289509,0,0,0,0.201127584,0,1.758122391,0,0,0,0,0,0,0,0.16894007,0.147470628,0,0.038240631,0,0,0,0,0,0,0,0,0.017482067,0,0,100.01,18.691,78.207,0,1.687,1.414,0,0,0,0,0,0,0,14.5795985461856,4.31208586294606,2.1157295657747,-1.54638252699107,-0.80207888961186,-1.05782093410436,4.53596887349528,rhyolite
FR-kw15,Robinson(2014),21 20'28.08'' N ,42 44'58.26'' E,saudi_arabia,kawr_suite,gabbro,igneous,plutonic,0,45.97,25.04,3.39,NaN,0.05,8,11.62,2.51,0.16,0.08,0.06,0.03,3.69,,,,NaN,NaN,,85,5,48,45,23,13,0,1.3,0,197,1.9,2.7,7.2,430,0.2,0,12,0,17,5.2,0,21.47008135,60.19859344,1.121996722,1.150851814,6.9e-15,0,0,0.513157737,0,0,14.95067535,0,0,0,0,0,0.093751828,0.332449712,0,0.12732784,0.000671633,0,0.005577452,0,0,0,0,0,0.058209129,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,-15.1369627856272,-8.31155647575623,-10.426486452621,1.82294004911395,-1.28717703898534,-1.11831046220379,-0.151181779688977,alkalic basalt
CC-021,Christodoulou(1990),,,macqarie_island,island_lake_gabbro,gabbro,igneous,plutonic,0,50.58,16.47,NaN,<undefined>,0.13,10.08,13.85,2.5,0.08,0.34,0.03,NaN,1.78,,,,0.9,5.33,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,23.96139996,36.0007683,0.548067164,0,0,0,0,25.34170009,1.180154727,0,11.82144857,0,0,0,0,0,0.403444503,0.677555551,0,0.064462701,0,0,0,0,0,0,0,0,0,0,0,99.98,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
MO-52009,Ogasawara(1996),,,halls_creek_mobile_zone,bow_river,granite,igneous,plutonic,0,74.3,12.82,2.15,NaN,0.01,0.24,1.2,2.44,5.22,0.26,0.13,NaN,0.9,,,,NaN,NaN,,371,71,NaN,0,11,18,NaN,10.2,27,3,NaN,301,3.8,68,NaN,NaN,11,36,41,140,37.06872608,21.33010915,5.026640254,32.76600131,0,0,0,0.849609997,0,2.219238174,0,0,0,0,0,0,0,0.281303714,0.194660163,0,0.254699347,0.016694342,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,12.1445763161701,2.84857955170062,1.62763092123523,-1.41807266624814,-0.946278770779642,-1.19898220827579,3.66375720305315,rhyolite
DB-032,Brett(1998),,,<undefined>,<undefined>,amphibolite,igneous,plutonic,0,49.98,14.74,13.98,<undefined>,0.29,6.35,7.61,2.41,2.09,1.49,0.16,0.02,0.66,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,23.79413345,25.9719688,14.8449693,0,0,0,0,10.14590126,16.66278867,0,4.908821166,0,0,0,0,0,1.833075593,1.43925512,0,0.35644822,0,0,0,0,0,0,0,0,0.040738421,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,-14.4946071317145,-4.35724277649017,4.45277009193489,1.61882739158776,-0.470985755661607,-0.14015578984166,1.76130098153369,alkalic basalt
DB-002,Brett(1998),,,<undefined>,<undefined>,<undefined>,igneous,plutonic,0,89.07,5.53,0.83,<undefined>,0.01,0.72,0.12,2.35,0.54,0.42,0.04,0,0.23,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.88407582,20.38451976,0.325036172,3.348045485,0,0,0,0.645875131,0,1.80901257,0,0,0,0,0,0,0,0.451032637,0.074588741,0,0.077785927,0,0,0,0,0,0,0,0,0,0,0,100.01,0,0,0,0,0,0,0,0,0,0,0,0,24.2861031014208,12.6235974797942,6.5153436812338,-2.03242391230925,-0.000798290942698898,-0.624679556258431,-1.50802503103522,silexite
CC-035,Christodoulou(1990),,,macqarie_island,island_lake_gabbro,gabbro,igneous,plutonic,0,50.82,16.29,NaN,<undefined>,0.14,9.72,14.72,2.33,0.07,0.4,0.02,NaN,1.07,,,,1.72,4.05,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,22.37357447,36.39252042,0.480451625,0,0,0,0,28.33338879,2.085755642,0,9.195798749,0,0,0,0,0,0.475524291,0.618876976,0,0.043055147,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
FR-kw16,Robinson(2014),21 20'18.36'' N ,42 44'58.89'' E,saudi_arabia,kawr_suite,gabbro,igneous,plutonic,0,46.06,25.31,3.52,NaN,0.05,7.48,12.06,2.32,0.27,0.08,0.06,0.06,3.3,,,,NaN,NaN,,28,3,46,76,106,15,9,0.1,0,226,1.6,6,6.4,439,0.2,1.2,14,0,15,5.7,0,20.39134509,61.45257944,1.833497334,0.588622092,0,0,0,1.083859079,0,0,13.98141618,0,0,0,0,0,0.093430676,0.344016025,0,0.126891671,0.000733692,0,0.009387429,0,0,0,0,0,0.11601946,0,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,-14.8595665624011,-8.80478412781956,-10.2926072692661,1.90772939448028,-1.44248711720422,-1.31734812396915,-0.0649974507238125,alkalic basalt
CC-068,Christodoulou(1990),,,macqarie_island,sandy_gabbro_unit,gabbro,igneous,plutonic,0,48.92,19.45,NaN,<undefined>,0.12,9.93,12.06,2.25,0.14,0.23,0.03,NaN,1.45,,,,0.87,5.76,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,21.46974622,45.55717418,0.954868409,0,0,0,0,12.3055633,5.550718306,0,13.10617733,0,0,0,0,0,0.271709244,0.718830086,0,0.064177116,0,0,0,0,0,0,0,0,0,0,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
CC-070,Christodoulou(1990),,,macqarie_island,sandy_gabbro_unit,gabbro,igneous,plutonic,0,49.77,17.43,NaN,<undefined>,0.13,9.82,14.66,2.14,0.07,0.33,0.11,NaN,1.82,,,,1.23,4.7,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,20.47595076,40.51733932,0.478740315,0,0,0,0,24.73837052,1.282597227,0,11.2394032,0,0,0,0,0,0.390910188,0.639707254,0,0.235959842,0,0,0,0,0,0,0,0,0,0,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
FR-kw19,Robinson(2014),21 20'04.76'' N ,42 44'56.78'' E,saudi_arabia,kawr_suite,gabbro,igneous,plutonic,0,45.52,22.3,4.7,NaN,0.07,11.4,11.09,2.08,0.04,0.1,0.06,0.04,2.82,,,,NaN,NaN,,8,4,74,222,105,13,0,0.5,9,341,0.7,0.5,10,338,1.7,0,23,0.6,24,6.2,0,19.71863083,55.63167183,0.278856222,0,0,0,0,2.319812375,0.627068794,0,20.61466857,0,0,0,0,0,0.119114464,0.468488422,0,0.129419021,0.000813946,0,0.027967332,0,0,0,0,0,0.078886843,0,0,100.01,0,0,0,0,0,0,0,0,0,0,0,0,-17.5460743830209,-4.67132276762156,-8.97528899656074,1.8396839710716,-1.21223966252451,-0.991486260287093,-0.204336812210624,subalkalic basalt
CC-081,Christodoulou(1990),,,macqarie_island,sandy_gabbro_unit,gabbro,igneous,plutonic,0,50.15,16.71,NaN,<undefined>,0.11,9.78,14.9,2.07,0.07,0.38,0.01,NaN,1.33,,,,0.68,4.85,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,19.97241989,39.07103813,0.48275737,0,0,0,0,27.47741503,3.007655327,0,8.905571687,0,0,0,0,0,0.45391607,0.606760201,0,0.021630887,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
CC-080,Christodoulou(1990),,,macqarie_island,sandy_gabbro_unit,gabbro,igneous,plutonic,0,49.38,16.08,NaN,<undefined>,0.13,11.78,13.59,2.07,0.11,0.29,0.01,NaN,2.39,,,,1.63,5.02,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,20.03341257,37.19572123,0.760937346,0,0,0,0,24.16056153,1.421633089,0,15.33480442,0,0,0,0,0,0.347468389,0.722810452,0,0.021696999,0,0,0,0,0,0,0,0,0,0,0,100.01,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
HF-004,freeman_1995,,,<undefined>,<undefined>,dolerite,igneous,plutonic,0,44.28,11.5,22.33,<undefined>,0.26,6.37,9.81,2.02,0.39,2.37,0.08,0.02,0.6,,,,NaN,NaN,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,21.38947779,25.41290327,2.974640067,0,0,0,0,21.95512572,8.523012366,0,13.90850336,0,0,0,0,0,3.130972484,2.468630744,0,0.191382954,0,0,0,0,0,0,0,0,0.043746266,0,0,100.01,0,0,0,0,0,0,0,0,0,0,0,0,-21.9386737752989,-6.01533949347592,11.8692740697064,2.67812348599491,-0.308302468041333,0.455303906738256,0.398983282629625,picrobasalt
FR-ao87,Robinson(2014),20 24'53.63'' N ,44 14'50.11'' E,saudi_arabia,al_hafoor,gabbro-Norite,igneous,plutonic,0,50.67,16.67,9.27,NaN,0.16,8.1,10.09,2.01,0.61,0.51,0.13,0.02,1.96,,,,NaN,NaN,,248,14,62,321,24,18,5,3,11,75,6,16,38,453,1,1,227,12,75,37,1.130390959,19.70431344,38.43661777,4.425904725,0,0,0,0,10.97489153,23.40257229,0,0,0,0,0,0,0,0.623532479,0.948429696,0,0.287815791,0.004985742,0,0.041507588,0,0,0,0,0,0.040485451,0,0,100.01,0,0,35.292,0,0,7.607,57.101,0,0,0,0,0,-13.3073603416759,-3.032288504569,-0.675759320685715,1.15520622269357,-1.16780870700265,-0.405371972653215,0.173635757577904,subalkalic basalt
DH-P,henstridge_1970,,,papineau_rocks,<undefined>,rhyolite,igneous,plutonic,0,73.93,12.67,3.91,<undefined>,0.23,0.71,2.67,1.99,3.22,0.35,0,NaN,1.22,,,,NaN,NaN,,977,NaN,NaN,NaN,NaN,NaN,11.4,NaN,NaN,NaN,NaN,80,NaN,574,12,NaN,NaN,NaN,NaN,NaN,41.89156056,17.59784879,13.32159483,20.76180712,0,0,0,0.630415735,0,5.077734084,0,0,0,0,0,0,0,0.38290697,0.357963289,0,0,0,0,0,0,0,0,0,0,0,0,0,99.99,0,0,0,0,0,0,0,0,0,0,0,0,11.050460652488,2.94876205832123,2.87868574942285,-0.321669347334015,-1.01346262830337,-1.31857012504525,1.74143542498209,rhyolite
CC-023,Christodoulou(1990),,,macqarie_island,island_lake_gabbro,gabbro,igneous,plutonic,0,49.59,17.62,NaN,<undefined>,0.13,10.82,13.85,1.98,0.05,0.25,0.02,NaN,1.17,,,,1.87,4.02,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,18.99895061,42.02741913,0.342930453,0,0,0,0,21.37368622,4.608071097,0,11.67788983,0,0,0,0,0,0.296986799,0.630024681,0,0.043023872,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
CC-039,Christodoulou(1990),,,macqarie_island,island_lake_gabbro,gabbro,igneous,plutonic,0,49.84,18.65,NaN,<undefined>,0.12,9.77,14.66,1.94,0.08,0.26,0.02,NaN,1.28,,,,1.55,3.26,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,18.47838052,44.81896047,0.544657182,0,0,0,0,22.00502661,4.266010338,0,9.026215316,0,0,0,0,0,0.306596847,0.510470521,0,0.04270775,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
CC-026,Christodoulou(1990),,,macqarie_island,island_lake_gabbro,gabbro,igneous,plutonic,0,50.12,16.57,NaN,<undefined>,0.13,11.03,14.77,1.88,0.05,0.26,0.02,NaN,1.82,,,,1.02,4.18,,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,18.11695597,39.5960301,0.344404657,0,0,0,0,26.51782203,4.45935053,0,10.04544761,0,0,0,0,0,0.310194039,0.56562328,0,0.043208825,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,subalkalic basalt
