SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,CO2,SO3,NiO,CoO,SrO,BaO,Rb2O,Cs2O,Li2O,ZrO2,Cr2O3,V2O3,CaF2,NaCl,FeS2
60.0843,79.8658,101.9612772,159.6882,71.8444,70.937445,40.3044,56.0774,61.97893856,94.196,141.944524,44.0094,80.0657,74.6928,74.932595,103.6194,153.3264,186.935,281.8103038,29.9344,123.2228,151.9904,149.8812,78.07481,58.44127,119.98
